
     1  0.00000E+00  0.00000E+00  1.76460E-01  0.00000E+00  0.00000E+00
     2  0.00000E+00 -9.89000E-01  1.76460E-01  0.00000E+00  0.00000E+00
     3  0.00000E+00 -1.97800E+00  1.74974E-01  0.00000E+00  0.00000E+00
     4  0.00000E+00 -2.96700E+00  1.73494E-01  0.00000E+00  0.00000E+00
     5  0.00000E+00 -3.95600E+00  1.73494E-01  0.00000E+00  0.00000E+00
     6  0.00000E+00 -4.94500E+00  1.72021E-01  0.00000E+00  0.00000E+00
     7  0.00000E+00 -5.93400E+00  1.70554E-01  0.00000E+00  0.00000E+00
     8  0.00000E+00 -6.92300E+00  1.70554E-01  0.00000E+00  0.00000E+00
     9  0.00000E+00 -7.91200E+00  1.52053E-01  0.00000E+00  0.00000E+00
    10  0.00000E+00 -8.90100E+00  1.50674E-01  0.00000E+00  0.00000E+00
    11  0.00000E+00 -9.89000E+00  1.50674E-01  0.00000E+00  0.00000E+00
    12  0.00000E+00 -1.08790E+01  1.49301E-01  0.00000E+00  0.00000E+00
    13  0.00000E+00 -1.18680E+01  1.47934E-01  0.00000E+00  0.00000E+00
    14  0.00000E+00 -1.28570E+01  1.47934E-01  0.00000E+00  0.00000E+00
    15  0.00000E+00 -1.38460E+01  1.46574E-01  0.00000E+00  0.00000E+00
    16  0.00000E+00 -1.48350E+01  1.30741E-01  0.00000E+00  0.00000E+00
    17  0.00000E+00 -1.58240E+01  1.30741E-01  0.00000E+00  0.00000E+00
    18  0.00000E+00 -1.68130E+01  1.29462E-01  0.00000E+00  0.00000E+00
    19  0.00000E+00 -1.78020E+01  1.28190E-01  0.00000E+00  0.00000E+00
    20  0.00000E+00 -1.87910E+01  1.28190E-01  0.00000E+00  0.00000E+00
    21  0.00000E+00 -1.97800E+01  1.26923E-01  0.00000E+00  0.00000E+00
    22  0.00000E+00 -2.07690E+01  1.26923E-01  0.00000E+00  0.00000E+00
    23  0.00000E+00 -2.17580E+01  1.25664E-01  0.00000E+00  0.00000E+00
    24  0.00000E+00 -2.27470E+01  1.25664E-01  0.00000E+00  0.00000E+00
    25  5.00000E-01 -2.36130E+01  9.29409E-02  0.00000E+00  0.00000E+00
    26  9.22618E-01 -2.45193E+01  9.29409E-02  0.00000E+00  0.00000E+00
    27  1.26464E+00 -2.54590E+01  9.18633E-02  0.00000E+00  0.00000E+00
    28  1.52346E+00 -2.64250E+01  9.18633E-02  0.00000E+00  0.00000E+00
    29  1.69711E+00 -2.74098E+01  9.07920E-02  0.00000E+00  0.00000E+00
    30  1.78426E+00 -2.84060E+01  9.07920E-02  0.00000E+00  0.00000E+00
    31  1.78426E+00 -2.94060E+01  8.04248E-02  0.00000E+00  0.00000E+00
    32  1.78426E+00 -3.04060E+01  8.04248E-02  0.00000E+00  0.00000E+00
    33  1.78426E+00 -3.14060E+01  8.04248E-02  0.00000E+00  0.00000E+00
    34  1.78426E+00 -3.24060E+01  7.94226E-02  0.00000E+00  0.00000E+00
    35  1.78426E+00 -3.34060E+01  7.94226E-02  0.00000E+00  0.00000E+00
    36  1.78426E+00 -3.44060E+01  7.84267E-02  0.00000E+00  0.00000E+00
    37  1.78426E+00 -3.54060E+01  7.84267E-02  0.00000E+00  0.00000E+00
    38  1.78426E+00 -3.64060E+01  7.74371E-02  0.00000E+00  0.00000E+00
    39  1.78426E+00 -3.74060E+01  6.97465E-02  0.00000E+00  0.00000E+00
    40  1.78426E+00 -3.84060E+01  6.88134E-02  0.00000E+00  0.00000E+00
    41  1.78426E+00 -3.94060E+01  6.88134E-02  0.00000E+00  0.00000E+00
