   2.4242057e-01   0.0000000e+00
   4.0156552e-02   -5.3081230e-01
   -8.2877292e-01   -2.4783095e-01
   2.6069493e-01   7.3723739e-01
   2.8863889e-01   -1.5244432e-01
   4.0638707e-02   -2.8187266e-01
   -2.4133945e-01   9.8962850e-03
   2.7230651e-03   1.0900748e-01
   3.4856899e-02   3.6577960e-02
   4.8375322e-02   -1.9293781e-02
   8.5451948e-03   -2.0531948e-02
   -3.0798180e-02   -1.3254768e-02
   -9.5414998e-03   -3.3446646e-03
   -1.6304292e-02   2.2309763e-02
   2.5109536e-02   1.3676547e-02
   8.6751283e-03   4.0356642e-04
   -2.8037184e-04   -1.8961859e-02
   -8.3838051e-03   8.2265138e-04
   -1.0481414e-02   1.8329676e-03
   3.2756197e-03   1.2794954e-02
   3.0580088e-03   -4.1660871e-03
   8.8149727e-04   -2.5445635e-04
   5.1200616e-04   8.7509233e-05
   3.1643180e-04   1.6383313e-04
   1.9934357e-04   1.7024016e-04
   1.2583641e-04   1.5343932e-04
   7.9400800e-05   1.2953048e-04
   5.0717891e-05   1.0517870e-04
   3.3866852e-05   8.3315704e-05
   2.4800952e-05   6.5121707e-05
